county_fips,state,state_po,county_name,size,pct_change
2037.0,ALASKA,AK,DISTRICT 37,s,0.057414291615035085
2038.0,ALASKA,AK,DISTRICT 38,s,0.1609862218999274
2039.0,ALASKA,AK,DISTRICT 39,m,0.13940165499681734
2040.0,ALASKA,AK,DISTRICT 40,s,-0.008554319931565413
2099.0,ALASKA,AK,DISTRICT 99,xs,0.36131386861313874
4001.0,ARIZONA,AZ,APACHE,m,0.3635192881812328
4003.0,ARIZONA,AZ,COCHISE,l,0.3600000000000001
4005.0,ARIZONA,AZ,COCONINO,l,0.37939760523392163
4007.0,ARIZONA,AZ,GILA,m,0.27702413251463653
4009.0,ARIZONA,AZ,GRAHAM,m,0.22205392305362004
4011.0,ARIZONA,AZ,GREENLEE,s,0.08241758241758235
4012.0,ARIZONA,AZ,LA PAZ,m,0.41968253968253966
4013.0,ARIZONA,AZ,MARICOPA,xl,0.4806709849240369
4015.0,ARIZONA,AZ,MOHAVE,l,0.4225723288456029
4017.0,ARIZONA,AZ,NAVAJO,l,0.4206816939060696
4019.0,ARIZONA,AZ,PIMA,xl,0.35751643587449533
4021.0,ARIZONA,AZ,PINAL,l,0.5682368662824688
4023.0,ARIZONA,AZ,SANTA CRUZ,m,0.12386655260906765
4025.0,ARIZONA,AZ,YAVAPAI,l,0.39370609721831973
4027.0,ARIZONA,AZ,YUMA,l,0.3090835196098354
5001.0,ARKANSAS,AR,ARKANSAS,m,-0.062403300670448636
5003.0,ARKANSAS,AR,ASHLEY,m,-0.11752491694352163
5005.0,ARKANSAS,AR,BAXTER,m,0.11177740465339414
5007.0,ARKANSAS,AR,BENTON,l,0.5086234600964115
5009.0,ARKANSAS,AR,BOONE,m,0.04716336295283674
5011.0,ARKANSAS,AR,BRADLEY,s,-0.07820804859529229
5013.0,ARKANSAS,AR,CALHOUN,s,-0.2503912363067292
5015.0,ARKANSAS,AR,CARROLL,m,0.2037701974865349
5017.0,ARKANSAS,AR,CHICOT,s,-0.03829787234042559
5019.0,ARKANSAS,AR,CLARK,m,-0.050276243093922646
5021.0,ARKANSAS,AR,CLAY,s,-0.19766472060050044
5023.0,ARKANSAS,AR,CLEBURNE,m,-0.0537839124226559
5025.0,ARKANSAS,AR,CLEVELAND,s,-0.09958506224066388
5027.0,ARKANSAS,AR,COLUMBIA,m,-0.10382165605095539
5029.0,ARKANSAS,AR,CONWAY,m,-0.015436746987951833
5031.0,ARKANSAS,AR,CRAIGHEAD,m,0.13123932434997143
5033.0,ARKANSAS,AR,CRAWFORD,m,0.10494652406417115
5035.0,ARKANSAS,AR,CRITTENDEN,m,0.012366230677764545
5037.0,ARKANSAS,AR,CROSS,m,-0.11355677838919465
5039.0,ARKANSAS,AR,DALLAS,s,-0.1733905579399142
5041.0,ARKANSAS,AR,DESHA,s,-0.0951526032315978
5043.0,ARKANSAS,AR,DREW,m,0.02579281183932336
5045.0,ARKANSAS,AR,FAULKNER,l,0.25415271036981335
5047.0,ARKANSAS,AR,FRANKLIN,m,-0.05523255813953487
5049.0,ARKANSAS,AR,FULTON,s,-0.029990627928772273
5051.0,ARKANSAS,AR,GARLAND,m,0.14084964665746091
5053.0,ARKANSAS,AR,GRANT,m,-0.07647487254187912
5055.0,ARKANSAS,AR,GREENE,m,-0.004233148811462084
5057.0,ARKANSAS,AR,HEMPSTEAD,m,-0.10054690786705933
5059.0,ARKANSAS,AR,HOT SPRING,m,-0.021276595744680882
5061.0,ARKANSAS,AR,HOWARD,s,-0.008142116950407119
5063.0,ARKANSAS,AR,INDEPENDENCE,m,-0.02603262755987501
5065.0,ARKANSAS,AR,IZARD,m,-0.08265947888589398
5067.0,ARKANSAS,AR,JACKSON,s,-0.13771320277953258
5069.0,ARKANSAS,AR,JEFFERSON,m,-0.05015216839969572
5071.0,ARKANSAS,AR,JOHNSON,m,-0.05933250927070455
5073.0,ARKANSAS,AR,LAFAYETTE,s,-0.187015503875969
5075.0,ARKANSAS,AR,LAWRENCE,m,-0.1448931116389549
5077.0,ARKANSAS,AR,LEE,s,-0.17982708933717584
5079.0,ARKANSAS,AR,LINCOLN,s,-0.17571884984025554
5081.0,ARKANSAS,AR,LITTLE RIVER,s,-0.12240515390121687
5083.0,ARKANSAS,AR,LOGAN,m,-0.09970845481049562
5085.0,ARKANSAS,AR,LONOKE,m,0.18043785310734473
5087.0,ARKANSAS,AR,MADISON,m,-0.015743073047858935
5089.0,ARKANSAS,AR,MARION,m,0.06764295676429577
5091.0,ARKANSAS,AR,MILLER,m,-0.0065527732272407935
5093.0,ARKANSAS,AR,MISSISSIPPI,m,-0.19611992945326273
5095.0,ARKANSAS,AR,MONROE,s,-0.1257621951219512
5097.0,ARKANSAS,AR,MONTGOMERY,s,-0.022727272727272707
5099.0,ARKANSAS,AR,NEVADA,s,-0.07000864304235088
5101.0,ARKANSAS,AR,NEWTON,s,0.014306151645207432
5103.0,ARKANSAS,AR,OUACHITA,m,-0.07544549872714645
5105.0,ARKANSAS,AR,PERRY,s,-0.035271687321258294
5107.0,ARKANSAS,AR,PHILLIPS,m,-0.15939675174013923
5109.0,ARKANSAS,AR,PIKE,s,-0.05985401459854012
5111.0,ARKANSAS,AR,POINSETT,m,-0.24255319148936172
5113.0,ARKANSAS,AR,POLK,m,0.028052805280528004
5115.0,ARKANSAS,AR,POPE,m,0.1544000000000001
5117.0,ARKANSAS,AR,PRAIRIE,s,-0.19656019656019652
5119.0,ARKANSAS,AR,PULASKI,l,0.13813160068769958
5121.0,ARKANSAS,AR,RANDOLPH,m,-0.1473684210526316
5123.0,ARKANSAS,AR,ST. FRANCIS,m,-0.10592904986355745
5125.0,ARKANSAS,AR,SALINE,l,0.21152685576342778
5127.0,ARKANSAS,AR,SCOTT,s,-0.19767441860465118
5129.0,ARKANSAS,AR,SEARCY,s,-0.021630615640598982
5131.0,ARKANSAS,AR,SEBASTIAN,m,0.17780487804878042
5133.0,ARKANSAS,AR,SEVIER,s,0.038139534883721016
5135.0,ARKANSAS,AR,SHARP,m,-0.05027173913043481
5137.0,ARKANSAS,AR,STONE,m,-0.019118869492934287
5139.0,ARKANSAS,AR,UNION,m,-0.04628522630230569
5141.0,ARKANSAS,AR,VAN BUREN,m,0.02840542285345382
5143.0,ARKANSAS,AR,WASHINGTON,l,0.31343283582089554
5145.0,ARKANSAS,AR,WHITE,m,0.15628626692456482
5147.0,ARKANSAS,AR,WOODRUFF,s,-0.23434704830053665
5149.0,ARKANSAS,AR,YELL,m,-0.1324324324324324
6001.0,CALIFORNIA,CA,ALAMEDA,xl,0.1997059291976957
6003.0,CALIFORNIA,CA,ALPINE,s,0.4251497005988023
6005.0,CALIFORNIA,CA,AMADOR,m,0.35792804796802136
6007.0,CALIFORNIA,CA,BUTTE,l,0.2131257969061997
6009.0,CALIFORNIA,CA,CALAVERAS,m,0.2646022155085599
6011.0,CALIFORNIA,CA,COLUSA,m,0.2172115745960166
6013.0,CALIFORNIA,CA,CONTRA COSTA,xl,0.3041119744931675
6015.0,CALIFORNIA,CA,DEL NORTE,m,0.34203730272596844
6017.0,CALIFORNIA,CA,EL DORADO,l,0.41800351609713227
6019.0,CALIFORNIA,CA,FRESNO,l,0.36566884343537964
6021.0,CALIFORNIA,CA,GLENN,m,0.303425774877651
6023.0,CALIFORNIA,CA,HUMBOLDT,l,0.34843373493975904
6025.0,CALIFORNIA,CA,IMPERIAL,l,0.06156059632044575
6027.0,CALIFORNIA,CA,INYO,m,0.4687797147385102
6029.0,CALIFORNIA,CA,KERN,l,0.3513765465249419
6031.0,CALIFORNIA,CA,KINGS,m,0.3732099581405597
6033.0,CALIFORNIA,CA,LAKE,m,0.29966945024356306
6035.0,CALIFORNIA,CA,LASSEN,m,0.2585431654676258
6037.0,CALIFORNIA,CA,LOS ANGELES,xl,0.2290737082671228
6039.0,CALIFORNIA,CA,MADERA,l,0.36050267191261964
6041.0,CALIFORNIA,CA,MARIN,l,0.18012639480438253
6043.0,CALIFORNIA,CA,MARIPOSA,m,0.3094170403587444
6045.0,CALIFORNIA,CA,MENDOCINO,m,0.30359164817247164
6047.0,CALIFORNIA,CA,MERCED,l,0.312833293137176
6049.0,CALIFORNIA,CA,MODOC,s,0.3112884834663625
6051.0,CALIFORNIA,CA,MONO,m,0.44716913090515686
6053.0,CALIFORNIA,CA,MONTEREY,l,0.27910605244252884
6055.0,CALIFORNIA,CA,NAPA,l,0.27087425699635204
6057.0,CALIFORNIA,CA,NEVADA,l,0.39557824434805977
6059.0,CALIFORNIA,CA,ORANGE,xl,0.3345263057802057
6061.0,CALIFORNIA,CA,PLACER,l,0.4538219809819206
6063.0,CALIFORNIA,CA,PLUMAS,m,0.3185891876264817
6065.0,CALIFORNIA,CA,RIVERSIDE,xl,0.4138267838745502
6067.0,CALIFORNIA,CA,SACRAMENTO,xl,0.35207638724875245
6069.0,CALIFORNIA,CA,SAN BENITO,m,0.40787477038575193
6071.0,CALIFORNIA,CA,SAN BERNARDINO,xl,0.337484926635625
6073.0,CALIFORNIA,CA,SAN DIEGO,xl,0.3115995627321626
6075.0,CALIFORNIA,CA,SAN FRANCISCO,l,0.09583753520881877
6077.0,CALIFORNIA,CA,SAN JOAQUIN,l,0.3303474125689376
6079.0,CALIFORNIA,CA,SAN LUIS OBISPO,l,0.31595809677082864
6081.0,CALIFORNIA,CA,SAN MATEO,l,0.22538065091095594
6083.0,CALIFORNIA,CA,SANTA BARBARA,l,0.21299770398163176
6085.0,CALIFORNIA,CA,SANTA CLARA,xl,0.20771218173716588
6087.0,CALIFORNIA,CA,SANTA CRUZ,l,0.19944566347153247
6089.0,CALIFORNIA,CA,SHASTA,l,0.34523115555356254
6091.0,CALIFORNIA,CA,SIERRA,s,0.21464226289517474
6093.0,CALIFORNIA,CA,SISKIYOU,m,0.3260989770528062
6095.0,CALIFORNIA,CA,SOLANO,l,0.2860394685423995
6097.0,CALIFORNIA,CA,SONOMA,l,0.24622432760931212
6099.0,CALIFORNIA,CA,STANISLAUS,l,0.29632442098301226
6101.0,CALIFORNIA,CA,SUTTER,m,0.3281584582441113
6103.0,CALIFORNIA,CA,TEHAMA,m,0.30870906153620203
6105.0,CALIFORNIA,CA,TRINITY,m,0.2877145438121047
6107.0,CALIFORNIA,CA,TULARE,l,0.389198276767889
6109.0,CALIFORNIA,CA,TUOLUMNE,m,0.31294530308012725
6111.0,CALIFORNIA,CA,VENTURA,l,0.2931348442917254
6113.0,CALIFORNIA,CA,YOLO,l,0.23462156633547626
6115.0,CALIFORNIA,CA,YUBA,m,0.4197218710493047
8001.0,COLORADO,CO,ADAMS,l,0.38985894488286843
8003.0,COLORADO,CO,ALAMOSA,m,0.1787394167450611
8005.0,COLORADO,CO,ARAPAHOE,l,0.3360040028770679
8007.0,COLORADO,CO,ARCHULETA,m,0.4952000000000001
8009.0,COLORADO,CO,BACA,s,0.12014134275618371
8011.0,COLORADO,CO,BENT,s,0.2406779661016949
8013.0,COLORADO,CO,BOULDER,l,0.20217782278174923
8014.0,COLORADO,CO,BROOMFIELD,m,0.47367087324514734
8015.0,COLORADO,CO,CHAFFEE,m,0.4648117839607202
8017.0,COLORADO,CO,CHEYENNE,s,-0.007575757575757569
8019.0,COLORADO,CO,CLEAR CREEK,m,0.32063026749725165
8021.0,COLORADO,CO,CONEJOS,s,0.10615471485036698
8023.0,COLORADO,CO,COSTILLA,s,0.16533333333333333
8025.0,COLORADO,CO,CROWLEY,s,0.28908554572271394
8027.0,COLORADO,CO,CUSTER,s,0.39523212045169376
8029.0,COLORADO,CO,DELTA,m,0.4404208465867385
8031.0,COLORADO,CO,DENVER,l,0.2810947409742752
8033.0,COLORADO,CO,DOLORES,s,0.40909090909090917
8035.0,COLORADO,CO,DOUGLAS,l,0.5242873996824795
8037.0,COLORADO,CO,EAGLE,m,0.3183913752748422
8039.0,COLORADO,CO,ELBERT,m,0.43267389917038934
8041.0,COLORADO,CO,EL PASO,l,0.4993148782520136
8043.0,COLORADO,CO,FREMONT,m,0.3911648102699641
8045.0,COLORADO,CO,GARFIELD,m,0.3687339189069292
8047.0,COLORADO,CO,GILPIN,s,0.36046511627906974
8049.0,COLORADO,CO,GRAND,m,0.40262060750446693
8051.0,COLORADO,CO,GUNNISON,m,0.390795631825273
8053.0,COLORADO,CO,HINSDALE,s,0.29441624365482233
8055.0,COLORADO,CO,HUERFANO,s,0.2712798530312308
8057.0,COLORADO,CO,JACKSON,s,0.023391812865497075
8059.0,COLORADO,CO,JEFFERSON,l,0.3583868239040653
8061.0,COLORADO,CO,KIOWA,s,0.07692307692307687
8063.0,COLORADO,CO,KIT CARSON,s,0.2350746268656716
8065.0,COLORADO,CO,LAKE,s,0.4251237623762376
8067.0,COLORADO,CO,LA PLATA,m,0.32354267310789053
8069.0,COLORADO,CO,LARIMER,l,0.3544832622727223
8071.0,COLORADO,CO,LAS ANIMAS,m,0.31962264150943387
8073.0,COLORADO,CO,LINCOLN,s,0.14914425427872868
8075.0,COLORADO,CO,LOGAN,m,0.19827120475418702
8077.0,COLORADO,CO,MESA,l,0.4513323208615214
8079.0,COLORADO,CO,MINERAL,s,0.33755274261603385
8081.0,COLORADO,CO,MOFFAT,m,0.3764302059496567
8083.0,COLORADO,CO,MONTEZUMA,m,0.46891517744777245
8085.0,COLORADO,CO,MONTROSE,m,0.4063300402488108
8087.0,COLORADO,CO,MORGAN,m,0.23008568708346555
8089.0,COLORADO,CO,OTERO,m,0.22494053686714244
8091.0,COLORADO,CO,OURAY,s,0.3936358279316441
8093.0,COLORADO,CO,PARK,m,0.4332066647179187
8095.0,COLORADO,CO,PHILLIPS,s,0.1146788990825689
8097.0,COLORADO,CO,PITKIN,m,0.22582844674757951
8099.0,COLORADO,CO,PROWERS,m,0.2293423271500843
8101.0,COLORADO,CO,PUEBLO,l,0.2201254355400697
8103.0,COLORADO,CO,RIO BLANCO,s,0.286697247706422
8105.0,COLORADO,CO,RIO GRANDE,m,0.2468765617191404
8107.0,COLORADO,CO,ROUTT,m,0.3923684210526315
8109.0,COLORADO,CO,SAGUACHE,s,0.32956951305575166
8111.0,COLORADO,CO,SAN JUAN,xs,0.290566037735849
8113.0,COLORADO,CO,SAN MIGUEL,s,0.3189915966386554
8115.0,COLORADO,CO,SEDGWICK,s,0.12734082397003754
8117.0,COLORADO,CO,SUMMIT,m,0.32164905305012037
8119.0,COLORADO,CO,TELLER,m,0.46489036913683046
8121.0,COLORADO,CO,WASHINGTON,s,0.2466216216216217
8123.0,COLORADO,CO,WELD,l,0.42006491971022597
8125.0,COLORADO,CO,YUMA,s,0.08126721763085398
9001.0,CONNECTICUT,CT,FAIRFIELD,xl,0.22002280071518787
9003.0,CONNECTICUT,CT,HARTFORD,l,0.17872073143845957
9005.0,CONNECTICUT,CT,LITCHFIELD,l,0.2611942174732873
9007.0,CONNECTICUT,CT,MIDDLESEX,l,0.2533456798289129
9009.0,CONNECTICUT,CT,NEW HAVEN,l,0.18005534777174148
9011.0,CONNECTICUT,CT,NEW LONDON,l,0.27587591123671285
9013.0,CONNECTICUT,CT,TOLLAND,l,0.14660052978756566
9015.0,CONNECTICUT,CT,WINDHAM,l,0.22549559471365632
10001.0,DELAWARE,DE,KENT,l,0.33585199844082636
10003.0,DELAWARE,DE,NEW CASTLE,l,0.19712249645529378
10005.0,DELAWARE,DE,SUSSEX,l,0.4410800091526199
11001.0,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA,l,0.12195665240603892
12001.0,FLORIDA,FL,ALACHUA,l,0.18311791084146667
12003.0,FLORIDA,FL,BAKER,m,-0.035511363636363646
12005.0,FLORIDA,FL,BAY,l,0.17511584162958216
12007.0,FLORIDA,FL,BRADFORD,m,0.08071135430916554
12009.0,FLORIDA,FL,BREVARD,l,0.2412286198915432
12011.0,FLORIDA,FL,BROWARD,xl,0.11825345189040704
12013.0,FLORIDA,FL,CALHOUN,m,-0.025785656728444795
12015.0,FLORIDA,FL,CHARLOTTE,l,0.26395574824338475
12017.0,FLORIDA,FL,CITRUS,l,0.18881916714204228
12019.0,FLORIDA,FL,CLAY,l,0.37721946660915817
12021.0,FLORIDA,FL,COLLIER,l,0.2707047556683311
12023.0,FLORIDA,FL,COLUMBIA,m,0.17274042889093533
12027.0,FLORIDA,FL,DESOTO,m,0.12642158159217143
12029.0,FLORIDA,FL,DIXIE,m,0.0748031496062993
12031.0,FLORIDA,FL,DUVAL,xl,0.22776416598607718
12033.0,FLORIDA,FL,ESCAMBIA,l,0.23438506117192537
12035.0,FLORIDA,FL,FLAGLER,l,0.27853445927540177
12037.0,FLORIDA,FL,FRANKLIN,m,0.2155963302752293
12039.0,FLORIDA,FL,GADSDEN,m,0.07543275632490021
12041.0,FLORIDA,FL,GILCHRIST,m,0.16598079561042534
12043.0,FLORIDA,FL,GLADES,s,0.089693154996066
12045.0,FLORIDA,FL,GULF,m,0.15406976744186052
12047.0,FLORIDA,FL,HAMILTON,m,0.030987394957983083
12049.0,FLORIDA,FL,HARDEE,m,0.06933457422056777
12051.0,FLORIDA,FL,HENDRY,m,0.0680390032502709
12053.0,FLORIDA,FL,HERNANDO,l,0.18002830633747435
12055.0,FLORIDA,FL,HIGHLANDS,l,0.13396264310102435
12057.0,FLORIDA,FL,HILLSBOROUGH,xl,0.22238353210174866
12059.0,FLORIDA,FL,HOLMES,m,0.08323563892145369
12061.0,FLORIDA,FL,INDIAN RIVER,l,0.3030334331852771
12063.0,FLORIDA,FL,JACKSON,m,0.05768328904173825
12065.0,FLORIDA,FL,JEFFERSON,m,0.10053657158994644
12067.0,FLORIDA,FL,LAFAYETTE,s,-0.015444015444015413
12069.0,FLORIDA,FL,LAKE,l,0.3288933447913682
12071.0,FLORIDA,FL,LEE,l,0.2624891920453454
12073.0,FLORIDA,FL,LEON,l,0.12435373854107823
12075.0,FLORIDA,FL,LEVY,m,0.21642815134287385
12077.0,FLORIDA,FL,LIBERTY,s,0.0660522273425499
12079.0,FLORIDA,FL,MADISON,m,0.06267725467952356
12081.0,FLORIDA,FL,MANATEE,l,0.2659496798831855
12083.0,FLORIDA,FL,MARION,l,0.20658919101884243
12085.0,FLORIDA,FL,MARTIN,l,0.22222958423057815
12086.0,FLORIDA,FL,MIAMI-DADE,xl,-0.010064952751439593
12087.0,FLORIDA,FL,MONROE,m,0.1533920193980285
12089.0,FLORIDA,FL,NASSAU,l,0.43196246204802646
12091.0,FLORIDA,FL,OKALOOSA,l,0.440201850294365
12093.0,FLORIDA,FL,OKEECHOBEE,m,0.10886587522101543
12095.0,FLORIDA,FL,ORANGE,xl,0.19739673955876746
12097.0,FLORIDA,FL,OSCEOLA,l,0.13853588897470104
12099.0,FLORIDA,FL,PALM BEACH,xl,0.15720107934118555
12101.0,FLORIDA,FL,PASCO,l,0.32094916908877114
12103.0,FLORIDA,FL,PINELLAS,xl,0.18720073940633553
12105.0,FLORIDA,FL,POLK,l,0.23516388068089888
12107.0,FLORIDA,FL,PUTNAM,m,0.04289677035862893
12109.0,FLORIDA,FL,ST. JOHNS,l,0.4814728880020418
12111.0,FLORIDA,FL,ST. LUCIE,l,0.25801049625454175
12113.0,FLORIDA,FL,SANTA ROSA,l,0.49545060658578866
12115.0,FLORIDA,FL,SARASOTA,l,0.2272402166138756
12117.0,FLORIDA,FL,SEMINOLE,l,0.2512793398417583
12119.0,FLORIDA,FL,SUMTER,l,0.2960950614011839
12121.0,FLORIDA,FL,SUWANNEE,m,0.1314328960645812
12123.0,FLORIDA,FL,TAYLOR,m,0.06830855018587356
12125.0,FLORIDA,FL,UNION,m,0.03846153846153855
12127.0,FLORIDA,FL,VOLUSIA,l,0.19693650255291462
12129.0,FLORIDA,FL,WAKULLA,m,0.23068077276908916
12131.0,FLORIDA,FL,WALTON,m,0.5034904013961605
12133.0,FLORIDA,FL,WASHINGTON,m,0.03666077738515905
13001.0,GEORGIA,GA,APPLING,m,0.2405857740585775
13003.0,GEORGIA,GA,ATKINSON,s,0.18364418938307026
13005.0,GEORGIA,GA,BACON,s,0.02796052631578938
13007.0,GEORGIA,GA,BAKER,s,0.003076923076922977
13009.0,GEORGIA,GA,BALDWIN,m,0.14680050188205773
13011.0,GEORGIA,GA,BANKS,m,0.36257309941520477
13013.0,GEORGIA,GA,BARROW,m,0.5886018237082067
13015.0,GEORGIA,GA,BARTOW,m,0.4724792985874331
13017.0,GEORGIA,GA,BEN HILL,m,0.13850547358400767
13019.0,GEORGIA,GA,BERRIEN,m,0.21203438395415475
13021.0,GEORGIA,GA,BIBB,l,0.18161306983445247
13023.0,GEORGIA,GA,BLECKLEY,m,0.1907356948228882
13025.0,GEORGIA,GA,BRANTLEY,m,0.12924071082390953
13027.0,GEORGIA,GA,BROOKS,m,0.10363924050632911
13029.0,GEORGIA,GA,BRYAN,m,0.6788739412057798
13031.0,GEORGIA,GA,BULLOCH,m,0.21401576503617314
13033.0,GEORGIA,GA,BURKE,m,0.10103572183470733
13035.0,GEORGIA,GA,BUTTS,m,0.27591582229150435
