county_fips,POP_ESTIMATE_2020,state,state_po,county_name,fixed_fips,size,size,state_po,county_name,2020,POP_ESTIMATE_2020,fixed_fips
1025,22987.0,ALABAMA,AL,CLARKE,01025,xs,xs,AL,CLARKE,0.012706393062229246,22987.0,01025
1027,14212.0,ALABAMA,AL,CLAY,01027,xs,xs,AL,CLAY,0.02032436162870943,14212.0,01027
1029,15064.0,ALABAMA,AL,CLEBURNE,01029,xs,xs,AL,CLEBURNE,0.03327715633004136,15064.0,01029
1031,53549.0,ALABAMA,AL,COFFEE,01031,xs,xs,AL,COFFEE,-0.03040438250338573,53549.0,01031
1033,57304.0,ALABAMA,AL,COLBERT,01033,xs,xs,AL,COLBERT,0.01079532995560073,57304.0,01033
1035,11554.0,ALABAMA,AL,CONECUH,01035,xs,xs,AL,CONECUH,0.022269069977744367,11554.0,01035
1037,10335.0,ALABAMA,AL,COOSA,01037,xs,xs,AL,COOSA,0.030459684953711652,10335.0,01037
1039,37506.0,ALABAMA,AL,COVINGTON,01039,xs,xs,AL,COVINGTON,-0.0018367069280887938,37506.0,01039
1041,13163.0,ALABAMA,AL,CRENSHAW,01041,xs,xs,AL,CRENSHAW,0.023558830665190933,13163.0,01041
1043,88136.0,ALABAMA,AL,CULLMAN,01043,xs,xs,AL,CULLMAN,0.0034626660096575,88136.0,01043
1045,49257.0,ALABAMA,AL,DALE,01045,xs,xs,AL,DALE,-0.03838187072344873,49257.0,01045
1047,38171.0,ALABAMA,AL,DALLAS,01047,xs,xs,AL,DALLAS,-0.00039184952978055243,38171.0,01047
1049,71659.0,ALABAMA,AL,DEKALB,01049,xs,xs,AL,DEKALB,0.009277459652287323,71659.0,01049
1051,87861.0,ALABAMA,AL,ELMORE,01051,xs,xs,AL,ELMORE,-0.03255575139827388,87861.0,01051
1053,36685.0,ALABAMA,AL,ESCAMBIA,01053,xs,xs,AL,ESCAMBIA,0.014998034371090874,36685.0,01053
1055,103453.0,ALABAMA,AL,ETOWAH,01055,s,s,AL,ETOWAH,0.005904281873465644,103453.0,01055
1057,16331.0,ALABAMA,AL,FAYETTE,01057,xs,xs,AL,FAYETTE,0.02506190851278045,16331.0,01057
1059,32078.0,ALABAMA,AL,FRANKLIN,01059,xs,xs,AL,FRANKLIN,0.05534975374922935,32078.0,01059
1061,26698.0,ALABAMA,AL,GENEVA,01061,xs,xs,AL,GENEVA,0.01730913803012002,26698.0,01061
1063,7700.0,ALABAMA,AL,GREENE,01063,xs,xs,AL,GREENE,0.02045768603553344,7700.0,01063
1065,14772.0,ALABAMA,AL,HALE,01065,xs,xs,AL,HALE,0.013051199697713955,14772.0,01065
1067,17169.0,ALABAMA,AL,HENRY,01067,xs,xs,AL,HENRY,0.016531577173474865,17169.0,01067
1069,107284.0,ALABAMA,AL,HOUSTON,01069,xs,xs,AL,HOUSTON,-0.043877196929643036,107284.0,01069
1071,52545.0,ALABAMA,AL,JACKSON,01071,xs,xs,AL,JACKSON,0.055473020503432835,52545.0,01071
1073,674717.0,ALABAMA,AL,JEFFERSON,01073,m,m,AL,JEFFERSON,-0.05881952836073347,674717.0,01073
1075,13953.0,ALABAMA,AL,LAMAR,01075,xs,xs,AL,LAMAR,0.03517402294691152,13953.0,01075
1077,94025.0,ALABAMA,AL,LAUDERDALE,01077,xs,xs,AL,LAUDERDALE,-0.007372262799754226,94025.0,01077
1079,33089.0,ALABAMA,AL,LAWRENCE,01079,xs,xs,AL,LAWRENCE,0.06050155731423312,33089.0,01079
1081,174754.0,ALABAMA,AL,LEE,01081,s,s,AL,LEE,-0.02516962512594284,174754.0,01081
1083,104203.0,ALABAMA,AL,LIMESTONE,01083,s,s,AL,LIMESTONE,-0.06052405900212199,104203.0,01083
1085,10285.0,ALABAMA,AL,LOWNDES,01085,xs,xs,AL,LOWNDES,0.009766764422742269,10285.0,01085
1087,19464.0,ALABAMA,AL,MACON,01087,xs,xs,AL,MACON,0.03302751522610181,19464.0,01087
1089,390503.0,ALABAMA,AL,MADISON,01089,m,m,AL,MADISON,-0.08384998891713764,390503.0,01089
1091,19270.0,ALABAMA,AL,MARENGO,01091,xs,xs,AL,MARENGO,0.021443472920174976,19270.0,01091
1093,29176.0,ALABAMA,AL,MARION,01093,xs,xs,AL,MARION,0.02000129547546159,29176.0,01093
1095,97702.0,ALABAMA,AL,MARSHALL,01095,xs,xs,AL,MARSHALL,-0.0013999811689904273,97702.0,01095
1097,414377.0,ALABAMA,AL,MOBILE,01097,m,m,AL,MOBILE,-0.013895381957640854,414377.0,01097
1099,19706.0,ALABAMA,AL,MONROE,01099,xs,xs,AL,MONROE,0.016165295081469883,19706.0,01099
11001,670839.0,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA,11001,m,m,DC,DISTRICT OF COLUMBIA,0.00023974525999370666,670839.0,11001
1101,228342.0,ALABAMA,AL,MONTGOMERY,01101,s,s,AL,MONTGOMERY,-0.055050582545273175,228342.0,01101
1103,123288.0,ALABAMA,AL,MORGAN,01103,s,s,AL,MORGAN,-0.02599134884616816,123288.0,01103
1105,8458.0,ALABAMA,AL,PERRY,01105,xs,xs,AL,PERRY,-0.02408815553142052,8458.0,01105
1107,18969.0,ALABAMA,AL,PICKENS,01107,xs,xs,AL,PICKENS,0.00707531114536894,18969.0,01107
1109,32900.0,ALABAMA,AL,PIKE,01109,xs,xs,AL,PIKE,-0.026426831135382994,32900.0,01109
1111,22086.0,ALABAMA,AL,RANDOLPH,01111,xs,xs,AL,RANDOLPH,0.05504751467752356,22086.0,01111
1113,59258.0,ALABAMA,AL,RUSSELL,01113,xs,xs,AL,RUSSELL,-0.04478763161339852,59258.0,01113
1115,91657.0,ALABAMA,AL,ST. CLAIR,01115,xs,xs,AL,ST. CLAIR,-0.03915335196290215,91657.0,01115
1117,223912.0,ALABAMA,AL,SHELBY,01117,s,s,AL,SHELBY,-0.09030018221352004,223912.0,01117
1119,12191.0,ALABAMA,AL,SUMTER,01119,xs,xs,AL,SUMTER,0.008863149270964987,12191.0,01119
1121,81575.0,ALABAMA,AL,TALLADEGA,01121,xs,xs,AL,TALLADEGA,0.0008541424044511414,81575.0,01121
1123,41284.0,ALABAMA,AL,TALLAPOOSA,01123,xs,xs,AL,TALLAPOOSA,0.01930960299290646,41284.0,01123
1125,231547.0,ALABAMA,AL,TUSCALOOSA,01125,s,s,AL,TUSCALOOSA,-0.04492621839299887,231547.0,01125
1127,65138.0,ALABAMA,AL,WALKER,01127,xs,xs,AL,WALKER,0.008342274790238302,65138.0,01127
1129,15329.0,ALABAMA,AL,WASHINGTON,01129,xs,xs,AL,WASHINGTON,0.05526789480513766,15329.0,01129
1131,10534.0,ALABAMA,AL,WILCOX,01131,xs,xs,AL,WILCOX,0.05006945399353402,10534.0,01131
1133,23493.0,ALABAMA,AL,WINSTON,01133,xs,xs,AL,WINSTON,0.006935257183925514,23493.0,01133
12001,279737.0,FLORIDA,FL,ALACHUA,12001,s,s,FL,ALACHUA,-0.04615786640618735,279737.0,12001
12003,28116.0,FLORIDA,FL,BAKER,12003,xs,xs,FL,BAKER,0.05470837225553771,28116.0,12003
12005,174525.0,FLORIDA,FL,BAY,12005,s,s,FL,BAY,-0.026739352901066438,174525.0,12005
12007,28222.0,FLORIDA,FL,BRADFORD,12007,xs,xs,FL,BRADFORD,0.031221234526794872,28222.0,12007
12009,608775.0,FLORIDA,FL,BREVARD,12009,l,l,FL,BREVARD,-0.03304978072488465,608775.0,12009
12011,1943398.0,FLORIDA,FL,BROWARD,12011,xl,xl,FL,BROWARD,0.05347091289125583,1943398.0,12011
12013,13707.0,FLORIDA,FL,CALHOUN,12013,xs,xs,FL,CALHOUN,0.06147222426751575,13707.0,12013
12015,187995.0,FLORIDA,FL,CHARLOTTE,12015,s,s,FL,CHARLOTTE,-0.011600632041425307,187995.0,12015
12017,154568.0,FLORIDA,FL,CITRUS,12017,s,s,FL,CITRUS,0.013152309100074533,154568.0,12017
12019,218951.0,FLORIDA,FL,CLAY,12019,s,s,FL,CLAY,-0.07163887024090743,218951.0,12019
12021,377310.0,FLORIDA,FL,COLLIER,12021,m,m,FL,COLLIER,-0.01261672850025855,377310.0,12021
12023,69740.0,FLORIDA,FL,COLUMBIA,12023,xs,xs,FL,COLUMBIA,0.006872311889707494,69740.0,12023
12027,34086.0,FLORIDA,FL,DESOTO,12027,xs,xs,FL,DESOTO,0.04320819541488835,34086.0,12027
12029,16687.0,FLORIDA,FL,DIXIE,12029,xs,xs,FL,DIXIE,0.028416184544196477,16687.0,12029
12031,997784.0,FLORIDA,FL,DUVAL,12031,l,l,FL,DUVAL,-0.05192825290284725,997784.0,12031
12033,322568.0,FLORIDA,FL,ESCAMBIA,12033,m,m,FL,ESCAMBIA,-0.05448538050702087,322568.0,12033
12035,116028.0,FLORIDA,FL,FLAGLER,12035,s,s,FL,FLAGLER,0.0018889134203404767,116028.0,12035
12037,12468.0,FLORIDA,FL,FRANKLIN,12037,xs,xs,FL,FRANKLIN,-0.02279656385390738,12468.0,12037
12039,43411.0,FLORIDA,FL,GADSDEN,12039,xs,xs,FL,GADSDEN,0.009357252574714592,43411.0,12039
12041,17882.0,FLORIDA,FL,GILCHRIST,12041,xs,xs,FL,GILCHRIST,0.012333027173053401,17882.0,12041
12043,12078.0,FLORIDA,FL,GLADES,12043,xs,xs,FL,GLADES,0.06530447138788725,12078.0,12043
12045,14259.0,FLORIDA,FL,GULF,12045,xs,xs,FL,GULF,0.010838352040764665,14259.0,12045
12047,13729.0,FLORIDA,FL,HAMILTON,12047,xs,xs,FL,HAMILTON,0.03579910655382351,13729.0,12047
12049,25339.0,FLORIDA,FL,HARDEE,12049,xs,xs,FL,HARDEE,0.04279160554448663,25339.0,12049
12051,39723.0,FLORIDA,FL,HENDRY,12051,xs,xs,FL,HENDRY,0.08791157638875852,39723.0,12051
12053,195624.0,FLORIDA,FL,HERNANDO,12053,s,s,FL,HERNANDO,0.012262234298953678,195624.0,12053
12055,101349.0,FLORIDA,FL,HIGHLANDS,12055,s,s,FL,HIGHLANDS,0.023594335313740944,101349.0,12055
12057,1466255.0,FLORIDA,FL,HILLSBOROUGH,12057,l,l,FL,HILLSBOROUGH,-0.0001262206064995136,1466255.0,12057
12059,19578.0,FLORIDA,FL,HOLMES,12059,xs,xs,FL,HOLMES,0.010431247985232872,19578.0,12059
12061,160446.0,FLORIDA,FL,INDIAN RIVER,12061,s,s,FL,INDIAN RIVER,-0.02897777996528672,160446.0,12061
12063,47096.0,FLORIDA,FL,JACKSON,12063,xs,xs,FL,JACKSON,0.015488616562305546,47096.0,12063
12065,14399.0,FLORIDA,FL,JEFFERSON,12065,xs,xs,FL,JEFFERSON,0.017984659614742125,14399.0,12065
12067,8218.0,FLORIDA,FL,LAFAYETTE,12067,xs,xs,FL,LAFAYETTE,0.04027889892404346,8218.0,12067
12069,386216.0,FLORIDA,FL,LAKE,12069,m,m,FL,LAKE,-0.030411652565182523,386216.0,12069
12071,765547.0,FLORIDA,FL,LEE,12071,l,l,FL,LEE,-0.012357834237953919,765547.0,12071
12073,293955.0,FLORIDA,FL,LEON,12073,m,m,FL,LEON,-0.03131770372355458,293955.0,12073
12075,43059.0,FLORIDA,FL,LEVY,12075,xs,xs,FL,LEVY,0.008334089352625307,43059.0,12075
12077,7804.0,FLORIDA,FL,LIBERTY,12077,xs,xs,FL,LIBERTY,0.03029550169991524,7804.0,12077
12079,17869.0,FLORIDA,FL,MADISON,12079,xs,xs,FL,MADISON,0.03919862767292287,17869.0,12079
12081,401619.0,FLORIDA,FL,MANATEE,12081,m,m,FL,MANATEE,-0.011163887961575553,401619.0,12081
12083,377472.0,FLORIDA,FL,MARION,12083,m,m,FL,MARION,-0.002948542333356896,377472.0,12083
12085,158671.0,FLORIDA,FL,MARTIN,12085,s,s,FL,MARTIN,-0.022429187091966396,158671.0,12085
12086,2695685.0,FLORIDA,FL,MIAMI-DADE,12086,xl,xl,FL,MIAMI-DADE,0.22250240666024035,2695685.0,12086
12087,82847.0,FLORIDA,FL,MONROE,12087,s,s,FL,MONROE,0.010321207790076281,82847.0,12087
12089,91031.0,FLORIDA,FL,NASSAU,12089,s,s,FL,NASSAU,-0.042874341344926015,91031.0,12089
12091,212085.0,FLORIDA,FL,OKALOOSA,12091,s,s,FL,OKALOOSA,-0.08563739621673494,212085.0,12091
12093,39652.0,FLORIDA,FL,OKEECHOBEE,12093,xs,xs,FL,OKEECHOBEE,0.048478118823654937,39652.0,12093
12095,1431679.0,FLORIDA,FL,ORANGE,12095,l,l,FL,ORANGE,0.015437029051522166,1431679.0,12095
12097,391141.0,FLORIDA,FL,OSCEOLA,12097,m,m,FL,OSCEOLA,0.11263165419153578,391141.0,12097
12099,1494282.0,FLORIDA,FL,PALM BEACH,12099,xl,xl,FL,PALM BEACH,0.02654398650112927,1494282.0,12099
12101,566156.0,FLORIDA,FL,PASCO,12101,m,m,FL,PASCO,-0.014963248844850174,566156.0,12101
12103,959793.0,FLORIDA,FL,PINELLAS,12103,l,l,FL,PINELLAS,-0.013386912438359632,959793.0,12103
12105,730158.0,FLORIDA,FL,POLK,12105,m,m,FL,POLK,0.003636062561248321,730158.0,12105
12107,73372.0,FLORIDA,FL,PUTNAM,12107,xs,xs,FL,PUTNAM,0.048356115576864256,73372.0,12107
12109,277099.0,FLORIDA,FL,ST. JOHNS,12109,m,m,FL,ST. JOHNS,-0.06727324668835938,277099.0,12109
12111,331441.0,FLORIDA,FL,ST. LUCIE,12111,m,m,FL,ST. LUCIE,-0.008549052306858516,331441.0,12111
12113,189011.0,FLORIDA,FL,SANTA ROSA,12113,s,s,FL,SANTA ROSA,-0.06873702852849539,189011.0,12113
12115,436237.0,FLORIDA,FL,SARASOTA,12115,m,m,FL,SARASOTA,-0.011541319437734177,436237.0,12115
12117,471455.0,FLORIDA,FL,SEMINOLE,12117,m,m,FL,SEMINOLE,-0.04363104147518039,471455.0,12117
12119,130290.0,FLORIDA,FL,SUMTER,12119,s,s,FL,SUMTER,-0.031156985164168316,130290.0,12119
12121,43524.0,FLORIDA,FL,SUWANNEE,12121,xs,xs,FL,SUWANNEE,0.014110723597550612,43524.0,12121
12123,21743.0,FLORIDA,FL,TAYLOR,12123,xs,xs,FL,TAYLOR,0.02404632321295641,21743.0,12123
12125,15425.0,FLORIDA,FL,UNION,12125,xs,xs,FL,UNION,0.029156869577151023,15425.0,12125
12127,555776.0,FLORIDA,FL,VOLUSIA,12127,m,m,FL,VOLUSIA,0.010653687685290486,555776.0,12127
12129,33893.0,FLORIDA,FL,WAKULLA,12129,xs,xs,FL,WAKULLA,0.007232473515378757,33893.0,12129
12131,75941.0,FLORIDA,FL,WALTON,12131,xs,xs,FL,WALTON,-0.04404845457207662,75941.0,12131
12133,25320.0,FLORIDA,FL,WASHINGTON,12133,xs,xs,FL,WASHINGTON,0.03951099858833629,25320.0,12133
13001,18376.0,GEORGIA,GA,APPLING,13001,xs,xs,GA,APPLING,-0.009891002958396289,18376.0,13001
13003,8308.0,GEORGIA,GA,ATKINSON,13003,xs,xs,GA,ATKINSON,0.015021464439465393,8308.0,13003
13005,11112.0,GEORGIA,GA,BACON,13005,xs,xs,GA,BACON,0.041291613909885005,11112.0,13005
13007,2852.0,GEORGIA,GA,BAKER,13007,xs,xs,GA,BAKER,0.07075071454090748,2852.0,13007
13009,43790.0,GEORGIA,GA,BALDWIN,13009,xs,xs,GA,BALDWIN,0.0039540974366177786,43790.0,13009
13011,18081.0,GEORGIA,GA,BANKS,13011,xs,xs,GA,BANKS,-0.001564256912806039,18081.0,13011
13013,83981.0,GEORGIA,GA,BARROW,13013,xs,xs,GA,BARROW,-0.06874529042728794,83981.0,13013
13015,109314.0,GEORGIA,GA,BARTOW,13015,s,s,GA,BARTOW,-0.04174177931595502,109314.0,13015
13017,17168.0,GEORGIA,GA,BEN HILL,13017,xs,xs,GA,BEN HILL,-0.014053152323976081,17168.0,13017
13019,18144.0,GEORGIA,GA,BERRIEN,13019,xs,xs,GA,BERRIEN,0.001232206014262771,18144.0,13019
13021,157035.0,GEORGIA,GA,BIBB,13021,s,s,GA,BIBB,-0.034862432208621785,157035.0,13021
13023,12523.0,GEORGIA,GA,BLECKLEY,13023,xs,xs,GA,BLECKLEY,0.002404723278186416,12523.0,13023
13025,18044.0,GEORGIA,GA,BRANTLEY,13025,xs,xs,GA,BRANTLEY,0.027018035284953612,18044.0,13025
13027,16272.0,GEORGIA,GA,BROOKS,13027,xs,xs,GA,BROOKS,0.021909677763551016,16272.0,13027
13029,45043.0,GEORGIA,GA,BRYAN,13029,xs,xs,GA,BRYAN,-0.07769416472596496,45043.0,13029
13031,79922.0,GEORGIA,GA,BULLOCH,13031,xs,xs,GA,BULLOCH,0.006909032021132411,79922.0,13031
13033,24635.0,GEORGIA,GA,BURKE,13033,xs,xs,GA,BURKE,0.043542903753489126,24635.0,13033
13035,25549.0,GEORGIA,GA,BUTTS,13035,xs,xs,GA,BUTTS,-0.00031764643502441015,25549.0,13035
13037,5574.0,GEORGIA,GA,CALHOUN,13037,xs,xs,GA,CALHOUN,0.018744949750723078,5574.0,13037
13039,54931.0,GEORGIA,GA,CAMDEN,13039,xs,xs,GA,CAMDEN,-0.030050810796960703,54931.0,13039
13043,11022.0,GEORGIA,GA,CANDLER,13043,xs,xs,GA,CANDLER,-0.014618456813791036,11022.0,13043
13045,119498.0,GEORGIA,GA,CARROLL,13045,s,s,GA,CARROLL,-0.008235675296593137,119498.0,13045
13047,68006.0,GEORGIA,GA,CATOOSA,13047,xs,xs,GA,CATOOSA,-0.042422607502930476,68006.0,13047
13049,12534.0,GEORGIA,GA,CHARLTON,13049,xs,xs,GA,CHARLTON,0.022416575485181445,12534.0,13049
13051,295089.0,GEORGIA,GA,CHATHAM,13051,s,s,GA,CHATHAM,-0.039461177694326416,295089.0,13051
13053,9475.0,GEORGIA,GA,CHATTAHOOCHEE,13053,xs,xs,GA,CHATTAHOOCHEE,0.02169005629882946,9475.0,13053
13055,24925.0,GEORGIA,GA,CHATTOOGA,13055,xs,xs,GA,CHATTOOGA,0.030295324154795633,24925.0,13055
13057,268156.0,GEORGIA,GA,CHEROKEE,13057,s,s,GA,CHEROKEE,-0.10247806784319013,268156.0,13057
13059,128551.0,GEORGIA,GA,CLARKE,13059,s,s,GA,CLARKE,-0.04537623281355352,128551.0,13059
13061,2828.0,GEORGIA,GA,CLAY,13061,xs,xs,GA,CLAY,-0.003788040638034229,2828.0,13061
13063,299439.0,GEORGIA,GA,CLAYTON,13063,s,s,GA,CLAYTON,-0.002920655150731144,299439.0,13063
13065,6720.0,GEORGIA,GA,CLINCH,13065,xs,xs,GA,CLINCH,0.05012942461513953,6720.0,13065
13067,766378.0,GEORGIA,GA,COBB,13067,l,l,GA,COBB,-0.1214151618401964,766378.0,13067
13069,43060.0,GEORGIA,GA,COFFEE,13069,xs,xs,GA,COFFEE,0.003951714197841738,43060.0,13069
13071,45891.0,GEORGIA,GA,COLQUITT,13071,xs,xs,GA,COLQUITT,-0.0004013649612482628,45891.0,13071
13073,156865.0,GEORGIA,GA,COLUMBIA,13073,s,s,GA,COLUMBIA,-0.11590835449190845,156865.0,13073
13075,17236.0,GEORGIA,GA,COOK,13075,xs,xs,GA,COOK,0.003804933444994607,17236.0,13075
13077,146747.0,GEORGIA,GA,COWETA,13077,s,s,GA,COWETA,-0.06492075596794217,146747.0,13077
13079,12103.0,GEORGIA,GA,CRAWFORD,13079,xs,xs,GA,CRAWFORD,0.0332529634036931,12103.0,13079
13081,20053.0,GEORGIA,GA,CRISP,13081,xs,xs,GA,CRISP,0.02100953273452197,20053.0,13081
13083,16239.0,GEORGIA,GA,DADE,13083,xs,xs,GA,DADE,-0.0082432982606222,16239.0,13083
13085,27059.0,GEORGIA,GA,DAWSON,13085,xs,xs,GA,DAWSON,-0.039837274076232165,27059.0,13085
13087,29326.0,GEORGIA,GA,DECATUR,13087,xs,xs,GA,DECATUR,-0.014206943646173698,29326.0,13087
13089,764489.0,GEORGIA,GA,DEKALB,13089,l,l,GA,DEKALB,-0.03871743750224965,764489.0,13089
13091,19949.0,GEORGIA,GA,DODGE,13091,xs,xs,GA,DODGE,0.0010308572992451248,19949.0,13091
13093,11156.0,GEORGIA,GA,DOOLY,13093,xs,xs,GA,DOOLY,0.03994250433758312,11156.0,13093
13095,85155.0,GEORGIA,GA,DOUGHERTY,13095,xs,xs,GA,DOUGHERTY,-0.016265688643385012,85155.0,13095
13097,144648.0,GEORGIA,GA,DOUGLAS,13097,s,s,GA,DOUGLAS,-0.14403827917067968,144648.0,13097
13099,10794.0,GEORGIA,GA,EARLY,13099,xs,xs,GA,EARLY,-0.025305728754004622,10794.0,13099
13101,3721.0,GEORGIA,GA,ECHOLS,13101,xs,xs,GA,ECHOLS,0.03575903178724127,3721.0,13101
13103,65169.0,GEORGIA,GA,EFFINGHAM,13103,xs,xs,GA,EFFINGHAM,-0.05973347846857113,65169.0,13103
13105,19668.0,GEORGIA,GA,ELBERT,13105,xs,xs,GA,ELBERT,0.02026963535514048,19668.0,13105
13107,22893.0,GEORGIA,GA,EMANUEL,13107,xs,xs,GA,EMANUEL,0.017002629695066218,22893.0,13107
13109,10792.0,GEORGIA,GA,EVANS,13109,xs,xs,GA,EVANS,0.015644393258235856,10792.0,13109
13111,25436.0,GEORGIA,GA,FANNIN,13111,xs,xs,GA,FANNIN,-0.006311415315817692,25436.0,13111
13113,119491.0,GEORGIA,GA,FAYETTE,13113,s,s,GA,FAYETTE,-0.12524630413159044,119491.0,13113
13115,98583.0,GEORGIA,GA,FLOYD,13115,xs,xs,GA,FLOYD,-0.021181417152831783,98583.0,13115
13117,252901.0,GEORGIA,GA,FORSYTH,13117,s,s,GA,FORSYTH,-0.14037142331230784,252901.0,13117
13119,23471.0,GEORGIA,GA,FRANKLIN,13119,xs,xs,GA,FRANKLIN,0.010986590079130054,23471.0,13119
13121,1069394.0,GEORGIA,GA,FULTON,13121,l,l,GA,FULTON,-0.04932295526547409,1069394.0,13121
13123,31427.0,GEORGIA,GA,GILMER,13123,xs,xs,GA,GILMER,-0.031186334923337777,31427.0,13123
13125,2899.0,GEORGIA,GA,GLASCOCK,13125,xs,xs,GA,GLASCOCK,0.007726232806857913,2899.0,13125
13127,84482.0,GEORGIA,GA,GLYNN,13127,xs,xs,GA,GLYNN,-0.0522624208518771,84482.0,13127
13129,57722.0,GEORGIA,GA,GORDON,13129,xs,xs,GA,GORDON,-0.008456626002846468,57722.0,13129
13131,26224.0,GEORGIA,GA,GRADY,13131,xs,xs,GA,GRADY,-0.011018303257025575,26224.0,13131
13133,19028.0,GEORGIA,GA,GREENE,13133,xs,xs,GA,GREENE,0.006147976760263574,19028.0,13133
13135,958359.0,GEORGIA,GA,GWINNETT,13135,l,l,GA,GWINNETT,-0.12385091198883139,958359.0,13135
13137,46142.0,GEORGIA,GA,HABERSHAM,13137,xs,xs,GA,HABERSHAM,-0.019297638773230208,46142.0,13137
13139,203473.0,GEORGIA,GA,HALL,13139,s,s,GA,HALL,-0.07054871200008672,203473.0,13139
13141,8711.0,GEORGIA,GA,HANCOCK,13141,xs,xs,GA,HANCOCK,0.08057904726136267,8711.0,13141
13143,30036.0,GEORGIA,GA,HARALSON,13143,xs,xs,GA,HARALSON,0.025585729825903902,30036.0,13143
13145,34898.0,GEORGIA,GA,HARRIS,13145,xs,xs,GA,HARRIS,-0.03240043039365287,34898.0,13145
13147,25878.0,GEORGIA,GA,HART,13147,xs,xs,GA,HART,0.030897181378127303,25878.0,13147
13149,11444.0,GEORGIA,GA,HEARD,13149,xs,xs,GA,HEARD,0.06277549346963718,11444.0,13149
13151,241852.0,GEORGIA,GA,HENRY,13151,s,s,GA,HENRY,-0.16053298762603826,241852.0,13151
13153,164356.0,GEORGIA,GA,HOUSTON,13153,s,s,GA,HOUSTON,-0.09001439761513887,164356.0,13153
13155,9647.0,GEORGIA,GA,IRWIN,13155,xs,xs,GA,IRWIN,0.012801571072188767,9647.0,13155
13157,76731.0,GEORGIA,GA,JACKSON,13157,xs,xs,GA,JACKSON,-0.055835988047027274,76731.0,13157
13159,14662.0,GEORGIA,GA,JASPER,13159,xs,xs,GA,JASPER,0.06542681588764543,14662.0,13159
13161,14800.0,GEORGIA,GA,JEFF DAVIS,13161,xs,xs,GA,JEFF DAVIS,0.00688628956507753,14800.0,13161
13163,15676.0,GEORGIA,GA,JEFFERSON,13163,xs,xs,GA,JEFFERSON,0.04021457045495451,15676.0,13163
13165,8663.0,GEORGIA,GA,JENKINS,13165,xs,xs,GA,JENKINS,0.006427061470969331,8663.0,13165
13167,9183.0,GEORGIA,GA,JOHNSON,13167,xs,xs,GA,JOHNSON,0.021869698132684023,9183.0,13167
13169,28402.0,GEORGIA,GA,JONES,13169,xs,xs,GA,JONES,-0.006872279155302696,28402.0,13169
13171,18549.0,GEORGIA,GA,LAMAR,13171,xs,xs,GA,LAMAR,0.027391957208609152,18549.0,13171
13173,9929.0,GEORGIA,GA,LANIER,13173,xs,xs,GA,LANIER,0.006356670149773591,9929.0,13173
13175,49535.0,GEORGIA,GA,LAURENS,13175,xs,xs,GA,LAURENS,-0.007300811446573796,49535.0,13175
13177,33222.0,GEORGIA,GA,LEE,13177,xs,xs,GA,LEE,-0.08292643617432305,33222.0,13177
13179,65317.0,GEORGIA,GA,LIBERTY,13179,xs,xs,GA,LIBERTY,-0.028330014993774938,65317.0,13179
13181,7702.0,GEORGIA,GA,LINCOLN,13181,xs,xs,GA,LINCOLN,0.01279145237308843,7702.0,13181
13183,16270.0,GEORGIA,GA,LONG,13183,xs,xs,GA,LONG,-0.0431843901798834,16270.0,13183
13185,118416.0,GEORGIA,GA,LOWNDES,13185,xs,xs,GA,LOWNDES,-0.05356705953695047,118416.0,13185
