county_fips,POP_ESTIMATE_2020,state,state_po,county_name,fixed_fips,size,pct_change
13009,43790.0,GEORGIA,GA,BALDWIN,13009,xs,0.14680050188205773
13011,18081.0,GEORGIA,GA,BANKS,13011,xs,0.36257309941520477
13013,83981.0,GEORGIA,GA,BARROW,13013,xs,0.5886018237082067
13015,109314.0,GEORGIA,GA,BARTOW,13015,s,0.4724792985874331
13017,17168.0,GEORGIA,GA,BEN HILL,13017,xs,0.13850547358400767
13019,18144.0,GEORGIA,GA,BERRIEN,13019,xs,0.21203438395415475
13021,157035.0,GEORGIA,GA,BIBB,13021,s,0.18161306983445247
13023,12523.0,GEORGIA,GA,BLECKLEY,13023,xs,0.1907356948228882
13025,18044.0,GEORGIA,GA,BRANTLEY,13025,xs,0.12924071082390953
13027,16272.0,GEORGIA,GA,BROOKS,13027,xs,0.10363924050632911
13029,45043.0,GEORGIA,GA,BRYAN,13029,xs,0.6788739412057798
13031,79922.0,GEORGIA,GA,BULLOCH,13031,xs,0.21401576503617314
13033,24635.0,GEORGIA,GA,BURKE,13033,xs,0.10103572183470733
13035,25549.0,GEORGIA,GA,BUTTS,13035,xs,0.27591582229150435
13037,5574.0,GEORGIA,GA,CALHOUN,13037,xs,0.06870229007633588
13039,54931.0,GEORGIA,GA,CAMDEN,13039,xs,0.34350758853288355
13043,11022.0,GEORGIA,GA,CANDLER,13043,xs,0.23684210526315796
13045,119498.0,GEORGIA,GA,CARROLL,13045,s,0.3027920410783056
13047,68006.0,GEORGIA,GA,CATOOSA,13047,xs,0.4529448752881995
13049,12534.0,GEORGIA,GA,CHARLTON,13049,xs,0.09860557768924294
13051,295089.0,GEORGIA,GA,CHATHAM,13051,s,0.256285117996468
13053,9475.0,GEORGIA,GA,CHATTAHOOCHEE,13053,xs,0.12289562289562284
13055,24925.0,GEORGIA,GA,CHATTOOGA,13055,xs,0.1494110353378797
13057,268156.0,GEORGIA,GA,CHEROKEE,13057,s,0.6960881455352543
13059,128551.0,GEORGIA,GA,CLARKE,13059,s,0.217714420835726
13061,2828.0,GEORGIA,GA,CLAY,13061,xs,0.13342898134863712
13063,299439.0,GEORGIA,GA,CLAYTON,13063,s,0.22060854001534125
13065,6720.0,GEORGIA,GA,CLINCH,13065,xs,0.08892128279883371
13067,766378.0,GEORGIA,GA,COBB,13067,l,0.3854897233966812
13069,43060.0,GEORGIA,GA,COFFEE,13069,xs,0.1018563751831949
13071,45891.0,GEORGIA,GA,COLQUITT,13071,xs,0.2090672827028588
13073,156865.0,GEORGIA,GA,COLUMBIA,13073,s,0.5479430295970773
13075,17236.0,GEORGIA,GA,COOK,13075,xs,0.17455790074158584
13077,146747.0,GEORGIA,GA,COWETA,13077,s,0.4599288427908099
13079,12103.0,GEORGIA,GA,CRAWFORD,13079,xs,0.13652357494722023
13081,20053.0,GEORGIA,GA,CRISP,13081,xs,0.05252026788861475
13083,16239.0,GEORGIA,GA,DADE,13083,xs,0.3067357512953368
13085,27059.0,GEORGIA,GA,DAWSON,13085,xs,0.7168508287292819
13087,29326.0,GEORGIA,GA,DECATUR,13087,xs,0.1590688651794374
13089,764489.0,GEORGIA,GA,DEKALB,13089,l,0.22618848709074268
13091,19949.0,GEORGIA,GA,DODGE,13091,xs,0.1805328983143013
13093,11156.0,GEORGIA,GA,DOOLY,13093,xs,0.02083333333333326
13095,85155.0,GEORGIA,GA,DOUGHERTY,13095,xs,0.05430912444768565
13097,144648.0,GEORGIA,GA,DOUGLAS,13097,s,0.38071278825995813
13099,10794.0,GEORGIA,GA,EARLY,13099,xs,0.12407749077490782
13101,3721.0,GEORGIA,GA,ECHOLS,13101,xs,0.07051282051282048
13103,65169.0,GEORGIA,GA,EFFINGHAM,13103,xs,0.590768596744282
13105,19668.0,GEORGIA,GA,ELBERT,13105,xs,0.1339109885781804
13107,22893.0,GEORGIA,GA,EMANUEL,13107,xs,0.18439425051334712
13109,10792.0,GEORGIA,GA,EVANS,13109,xs,0.1716814159292035
13111,25436.0,GEORGIA,GA,FANNIN,13111,xs,0.33697347893915763
13113,119491.0,GEORGIA,GA,FAYETTE,13113,s,0.4200738704689915
13115,98583.0,GEORGIA,GA,FLOYD,13115,xs,0.3110601594060487
13117,252901.0,GEORGIA,GA,FORSYTH,13117,s,0.7987810075867361
13119,23471.0,GEORGIA,GA,FRANKLIN,13119,xs,0.2815768302493966
13121,1069394.0,GEORGIA,GA,FULTON,13121,l,0.283092802246079
13123,31427.0,GEORGIA,GA,GILMER,13123,xs,0.4921119592875318
13125,2899.0,GEORGIA,GA,GLASCOCK,13125,xs,0.12318840579710155
13127,84482.0,GEORGIA,GA,GLYNN,13127,xs,0.34853503184713386
13129,57722.0,GEORGIA,GA,GORDON,13129,xs,0.3781829613329142
13131,26224.0,GEORGIA,GA,GRADY,13131,xs,0.20112844341188185
13133,19028.0,GEORGIA,GA,GREENE,13133,xs,0.2778993435448578
13135,958359.0,GEORGIA,GA,GWINNETT,13135,l,0.4554476897799016
13137,46142.0,GEORGIA,GA,HABERSHAM,13137,xs,0.43495771244462333
13139,203473.0,GEORGIA,GA,HALL,13139,s,0.5470333745364648
13141,8711.0,GEORGIA,GA,HANCOCK,13141,xs,0.10514624213254353
13143,30036.0,GEORGIA,GA,HARALSON,13143,xs,0.21491525423728808
13145,34898.0,GEORGIA,GA,HARRIS,13145,xs,0.33553597650513955
13147,25878.0,GEORGIA,GA,HART,13147,xs,0.22127659574468095
13149,11444.0,GEORGIA,GA,HEARD,13149,xs,0.10901749663526239
13151,241852.0,GEORGIA,GA,HENRY,13151,s,0.4638512096210321
13153,164356.0,GEORGIA,GA,HOUSTON,13153,s,0.4291668514166629
13155,9647.0,GEORGIA,GA,IRWIN,13155,xs,0.13131313131313127
13157,76731.0,GEORGIA,GA,JACKSON,13157,xs,0.7016254731685594
13159,14662.0,GEORGIA,GA,JASPER,13159,xs,0.14054404145077726
13161,14800.0,GEORGIA,GA,JEFF DAVIS,13161,xs,0.14095449500554946
13163,15676.0,GEORGIA,GA,JEFFERSON,13163,xs,0.06281078251766559
13165,8663.0,GEORGIA,GA,JENKINS,13165,xs,0.12733748886910057
13167,9183.0,GEORGIA,GA,JOHNSON,13167,xs,0.07570422535211274
13169,28402.0,GEORGIA,GA,JONES,13169,xs,0.23403181014895225
13171,18549.0,GEORGIA,GA,LAMAR,13171,xs,0.1519823788546255
13173,9929.0,GEORGIA,GA,LANIER,13173,xs,0.2642679900744418
13175,49535.0,GEORGIA,GA,LAURENS,13175,xs,0.1956457345971565
13177,33222.0,GEORGIA,GA,LEE,13177,xs,0.43785488958990526
13179,65317.0,GEORGIA,GA,LIBERTY,13179,xs,0.370761825031394
13181,7702.0,GEORGIA,GA,LINCOLN,13181,xs,0.12725844461901015
13183,16270.0,GEORGIA,GA,LONG,13183,xs,0.4948529411764706
13185,118416.0,GEORGIA,GA,LOWNDES,13185,xs,0.3354354753053639
13187,33641.0,GEORGIA,GA,LUMPKIN,13187,xs,0.40810810810810816
13189,21607.0,GEORGIA,GA,MCDUFFIE,13189,xs,0.12679102460124358
13191,10985.0,GEORGIA,GA,MCINTOSH,13191,xs,0.13417281806339565
13193,12021.0,GEORGIA,GA,MACON,13193,xs,0.05619223659889094
13195,30276.0,GEORGIA,GA,MADISON,13195,xs,0.4065979381443299
13197,7530.0,GEORGIA,GA,MARION,13197,xs,0.08079142621599344
13199,20617.0,GEORGIA,GA,MERIWETHER,13199,xs,0.12697160883280767
13201,5992.0,GEORGIA,GA,MILLER,13201,xs,0.202247191011236
13205,21671.0,GEORGIA,GA,MITCHELL,13205,xs,0.14371600343544233
13207,28057.0,GEORGIA,GA,MONROE,13207,xs,0.2276673200784094
13209,8576.0,GEORGIA,GA,MONTGOMERY,13209,xs,0.1558441558441559
13211,20201.0,GEORGIA,GA,MORGAN,13211,xs,0.259857303792715
13213,40012.0,GEORGIA,GA,MURRAY,13213,xs,0.27888888888888896
13215,207006.0,GEORGIA,GA,MUSCOGEE,13215,s,0.24285463350982406
13217,112890.0,GEORGIA,GA,NEWTON,13217,s,0.35779063938385813
13219,42016.0,GEORGIA,GA,OCONEE,13219,xs,0.4624619243863106
13221,14869.0,GEORGIA,GA,OGLETHORPE,13221,xs,0.33042053522665205
13223,169580.0,GEORGIA,GA,PAULDING,13223,s,0.6479334257975036
13225,28036.0,GEORGIA,GA,PEACH,13225,xs,0.1607843137254903
13227,33337.0,GEORGIA,GA,PICKENS,13227,xs,0.41889843355229917
13229,19747.0,GEORGIA,GA,PIERCE,13229,xs,0.21816168327796226
13231,18946.0,GEORGIA,GA,PIKE,13231,xs,0.21370967741935476
13233,42924.0,GEORGIA,GA,POLK,13233,xs,0.27589815137774676
13235,9870.0,GEORGIA,GA,PULASKI,13235,xs,0.10235507246376807
13237,22170.0,GEORGIA,GA,PUTNAM,13237,xs,0.25018129079042795
13239,2227.0,GEORGIA,GA,QUITMAN,13239,xs,0.0780911062906724
13241,16912.0,GEORGIA,GA,RABUN,13241,xs,0.3739612188365651
13243,6368.0,GEORGIA,GA,RANDOLPH,13243,xs,0.045682102628285426
13245,206524.0,GEORGIA,GA,RICHMOND,13245,s,0.2112098987995248
13247,93611.0,GEORGIA,GA,ROCKDALE,13247,xs,0.34353902386583535
13249,4536.0,GEORGIA,GA,SCHLEY,13249,xs,0.15211970074812964
13251,14077.0,GEORGIA,GA,SCREVEN,13251,xs,0.15695652173913044
13253,9133.0,GEORGIA,GA,SEMINOLE,13253,xs,0.05466778805719086
13255,67471.0,GEORGIA,GA,SPALDING,13255,xs,0.2593780057710804
13257,26818.0,GEORGIA,GA,STEPHENS,13257,xs,0.29831246597713656
13259,5303.0,GEORGIA,GA,STEWART,13259,xs,-0.032733224222585955
13261,29520.0,GEORGIA,GA,SUMTER,13261,xs,0.14456521739130435
13263,5726.0,GEORGIA,GA,TALBOT,13263,xs,0.05594405594405605
13265,1559.0,GEORGIA,GA,TALIAFERRO,13265,xs,0.029357798165137616
13267,24321.0,GEORGIA,GA,TATTNALL,13267,xs,0.22605591909577627
13269,7818.0,GEORGIA,GA,TAYLOR,13269,xs,0.07021604938271597
13271,12465.0,GEORGIA,GA,TELFAIR,13271,xs,0.13252094440213247
13273,9140.0,GEORGIA,GA,TERRELL,13273,xs,0.048081164534627296
13275,45775.0,GEORGIA,GA,THOMAS,13275,xs,0.21926631195743496
13277,41387.0,GEORGIA,GA,TIFT,13277,xs,0.22429261559696334
13279,27078.0,GEORGIA,GA,TOOMBS,13279,xs,0.2570573139435415
13281,12547.0,GEORGIA,GA,TOWNS,13281,xs,0.28099173553719003
13283,6397.0,GEORGIA,GA,TREUTLEN,13283,xs,0.10440835266821336
13285,69333.0,GEORGIA,GA,TROUP,13285,xs,0.19201070729949543
13287,8986.0,GEORGIA,GA,TURNER,13287,xs,0.131621187800963
13289,8013.0,GEORGIA,GA,TWIGGS,13289,xs,0.03703703703703698
13291,24802.0,GEORGIA,GA,UNION,13291,xs,0.4268976057055527
13293,27745.0,GEORGIA,GA,UPSON,13293,xs,0.20892086330935244
13295,67738.0,GEORGIA,GA,WALKER,13295,xs,0.36868327402135237
13297,97158.0,GEORGIA,GA,WALTON,13297,s,0.5294259527255185
13299,36229.0,GEORGIA,GA,WARE,13299,xs,0.22412790697674412
13301,5207.0,GEORGIA,GA,WARREN,13301,xs,0.11796042617960434
13303,19952.0,GEORGIA,GA,WASHINGTON,13303,xs,0.1261904761904762
13305,30142.0,GEORGIA,GA,WAYNE,13305,xs,0.31651151396374333
13307,2351.0,GEORGIA,GA,WEBSTER,13307,xs,0.35095137420718814
13309,7449.0,GEORGIA,GA,WHEELER,13309,xs,0.06656346749226016
13311,28108.0,GEORGIA,GA,WHITE,13311,xs,0.44026284348864997
13313,102784.0,GEORGIA,GA,WHITFIELD,13313,xs,0.34433665112763
13315,8787.0,GEORGIA,GA,WILCOX,13315,xs,0.011737089201877993
13317,9552.0,GEORGIA,GA,WILKES,13317,xs,0.16883116883116878
13319,8833.0,GEORGIA,GA,WILKINSON,13319,xs,0.09556494192185849
13321,20732.0,GEORGIA,GA,WORTH,13321,xs,0.1856435643564356
15001,200744.0,HAWAII,HI,HAWAII,15001,s,0.42347124263796987
15003,1012399.0,HAWAII,HI,HONOLULU,15003,l,0.359541480739459
15007,73190.0,HAWAII,HI,KAUAI,15007,xs,0.2898031113271755
15009,164768.0,HAWAII,HI,MAUI,15009,s,0.4129330943847074
16001,498278.0,IDAHO,ID,ADA,16001,m,0.5928089115583335
16003,4428.0,IDAHO,ID,ADAMS,16003,xs,0.42409638554216866
16005,87276.0,IDAHO,ID,BANNOCK,16005,xs,0.419648037130149
16007,6367.0,IDAHO,ID,BEAR LAKE,16007,xs,0.37254901960784315
16009,9576.0,IDAHO,ID,BENEWAH,16009,xs,0.26883116883116887
16011,48097.0,IDAHO,ID,BINGHAM,16011,xs,0.41039671682626544
16013,24348.0,IDAHO,ID,BLAINE,16013,xs,0.3901184538653366
16015,7664.0,IDAHO,ID,BOISE,16015,xs,0.5495495495495495
16017,47403.0,IDAHO,ID,BONNER,16017,xs,0.42808042619006703
16019,124737.0,IDAHO,ID,BONNEVILLE,16019,s,0.5961926091825307
16021,12139.0,IDAHO,ID,BOUNDARY,16021,xs,0.307609860664523
16023,2584.0,IDAHO,ID,BUTTE,16023,xs,0.17500000000000004
16025,1084.0,IDAHO,ID,CAMAS,16025,xs,0.3545454545454545
16027,233013.0,IDAHO,ID,CANYON,16027,s,0.532962151276432
16029,7013.0,IDAHO,ID,CARIBOU,16029,xs,0.5904059040590406
16031,24760.0,IDAHO,ID,CASSIA,16031,xs,0.4131274131274132
16033,792.0,IDAHO,ID,CLARK,16033,xs,-0.06818181818181823
16035,8750.0,IDAHO,ID,CLEARWATER,16035,xs,0.24573863636363646
16037,4271.0,IDAHO,ID,CUSTER,16037,xs,0.41217798594847777
16039,28669.0,IDAHO,ID,ELMORE,16039,xs,0.4338478500551268
16041,14282.0,IDAHO,ID,FRANKLIN,16041,xs,0.7064935064935065
16043,13419.0,IDAHO,ID,FREMONT,16043,xs,0.5330261136712751
16045,19272.0,IDAHO,ID,GEM,16045,xs,0.467046379170057
16047,15649.0,IDAHO,ID,GOODING,16047,xs,0.3505376344086022
16049,16594.0,IDAHO,ID,IDAHO,16049,xs,0.3051839464882944
16051,31080.0,IDAHO,ID,JEFFERSON,16051,xs,0.701844262295082
16053,24270.0,IDAHO,ID,JEROME,16053,xs,0.42437923250564324
16055,172785.0,IDAHO,ID,KOOTENAI,16055,s,0.49483521888834225
16057,39638.0,IDAHO,ID,LATAH,16057,xs,0.2647967379216607
16059,7962.0,IDAHO,ID,LEMHI,16059,xs,0.4079126875852661
16061,3527.0,IDAHO,ID,LEWIS,16061,xs,0.2925925925925925
16063,5134.0,IDAHO,ID,LINCOLN,16063,xs,0.1499999999999999
16065,52928.0,IDAHO,ID,MADISON,16065,xs,1.2198168193172356
16067,21668.0,IDAHO,ID,MINIDOKA,16067,xs,0.32819194515852623
16069,42145.0,IDAHO,ID,NEZ PERCE,16069,xs,0.38483844241922127
16071,4566.0,IDAHO,ID,ONEIDA,16071,xs,0.3532608695652173
16073,11996.0,IDAHO,ID,OWYHEE,16073,xs,0.3807106598984771
16075,25590.0,IDAHO,ID,PAYETTE,16075,xs,0.4339747843397479
16077,7879.0,IDAHO,ID,POWER,16077,xs,0.23748211731044355
16079,13199.0,IDAHO,ID,SHOSHONE,16079,xs,0.22326589595375723
16081,11735.0,IDAHO,ID,TETON,16081,xs,0.5368226030569707
16083,90372.0,IDAHO,ID,TWIN FALLS,16083,xs,0.5066581100593615
16085,11842.0,IDAHO,ID,VALLEY,16085,xs,0.555671719811814
16087,10558.0,IDAHO,ID,WASHINGTON,16087,xs,0.38273195876288657
17001,65614.0,ILLINOIS,IL,ADAMS,17001,xs,0.12467430953621683
17003,5169.0,ILLINOIS,IL,ALEXANDER,17003,xs,-0.11727416798732171
17005,16684.0,ILLINOIS,IL,BOND,17005,xs,0.1063829787234043
17007,53343.0,ILLINOIS,IL,BOONE,17007,xs,0.17315824616069442
17009,6227.0,ILLINOIS,IL,BROWN,17009,xs,0.021008403361344463
17011,33191.0,ILLINOIS,IL,BUREAU,17011,xs,0.10615359097694466
17013,4407.0,ILLINOIS,IL,CALHOUN,17013,xs,-0.0838971583220568
17015,15672.0,ILLINOIS,IL,CARROLL,17015,xs,0.12300776460972629
17017,12991.0,ILLINOIS,IL,CASS,17017,xs,-0.0037014188772362955
17019,205654.0,ILLINOIS,IL,CHAMPAIGN,17019,s,0.13822127371003456
